,0,1,2,3,label
0,0.0,0.5840335488319397,1.0,0.6848738193511963,1
1,0.0,0.3646409213542938,0.6243091225624084,1.0,2
2,0.0,0.6700337529182434,1.0,0.7575759291648865,1
3,0.0,0.8913045525550842,0.7681159973144531,1.0,0
4,0.0,0.7731102108955383,0.3613436222076416,1.0,2
5,0.0,0.37142881751060486,0.814285159111023,1.0,0
6,0.0,0.5721651315689087,1.0,0.9948452711105347,1
7,0.0,0.5434781908988953,0.7934781312942505,1.0,0
8,0.051949210464954376,0.0,0.6688312292098999,1.0,0
9,0.0,0.9024391770362854,0.8658530116081238,1.0,0
10,0.0,0.45365792512893677,0.4292680323123932,1.0,2
11,0.0,0.4803921580314636,1.0,0.7058820128440857,1
12,0.0,0.27859261631965637,0.6246337890625,1.0,2
13,0.0,0.2513560950756073,0.5153707265853882,1.0,2
14,0.0,0.9565224051475525,1.0,0.49565207958221436,1
15,0.0,0.2985078692436218,0.8134328722953796,1.0,0
16,0.0,0.6826343536376953,0.6227538585662842,1.0,2
17,0.0,0.6405526995658875,1.0,0.875575840473175,1
18,0.0,0.9294605255126953,0.7095440030097961,1.0,0
19,0.0,0.8281941413879395,0.9647577404975891,1.0,1
20,0.0,0.6778526306152344,1.0,0.9798665642738342,1
21,0.0,0.8857138752937317,0.7999997735023499,1.0,0
22,0.0,0.77021324634552,1.0,0.731915295124054,1
23,0.0,0.720538854598999,0.9326596856117249,1.0,0
24,0.0,0.46859878301620483,1.0,0.49275392293930054,1
25,0.0,0.48167547583580017,1.0,0.9109947085380554,1
26,0.0,0.30392172932624817,0.6601309776306152,1.0,0
27,0.0,0.49344921112060547,0.8384276628494263,1.0,0
28,0.0,0.4404759705066681,0.8809525370597839,1.0,0
29,0.0,0.5039998292922974,0.6960001587867737,1.0,0
30,0.0,0.8250005841255188,1.0,0.4000000059604645,1
31,0.0,0.3400001525878906,0.630000114440918,1.0,2
32,0.0,0.6000005602836609,0.9627907276153564,1.0,1
33,0.0,0.1807224452495575,1.0,1.0,1
34,0.0,0.25391843914985657,0.570533037185669,1.0,2
35,0.18817238509655,0.5967739224433899,1.0,0.0,2
36,0.0,1.0,0.8828127980232239,0.7460938692092896,1
37,0.0,0.5155283212661743,1.0,0.7888208031654358,1
38,0.0,0.5885173678398132,1.0,0.8229670524597168,1
39,0.0,0.7611928582191467,1.0,0.6567156910896301,1
40,0.0,0.5263158679008484,0.6789479851722717,1.0,0
41,0.0,0.39655181765556335,0.7456895709037781,1.0,0
42,0.0,0.4082397520542145,0.775280773639679,1.0,0
43,0.0,0.3743836283683777,0.7438420057296753,1.0,0
44,0.0,0.5253164172172546,1.0,0.9683549404144287,1
45,0.0,0.4849996566772461,1.0,0.7899999618530273,1
46,0.0,0.763888955116272,0.7916665077209473,1.0,0
47,0.0,0.3969467878341675,0.8664121031761169,1.0,0
48,0.0,0.6818180680274963,1.0,0.9696962833404541,1
49,0.0,0.5681065917015076,1.0,0.9734219312667847,1
50,0.0,0.30916857719421387,0.5756930708885193,1.0,2
51,0.0,0.7432432770729065,0.9729732275009155,1.0,1
52,0.0,0.6527332067489624,0.7974273562431335,1.0,0
53,0.0,0.5,0.6869567036628723,1.0,0
54,0.0,1.0,0.6057697534561157,0.9807687997817993,2
55,0.0,0.3909345269203186,0.6912181377410889,1.0,0
56,0.0,0.5777779221534729,1.0,0.7277780771255493,1
57,0.0,0.5539909601211548,0.600938618183136,1.0,2
58,0.0,0.5857740640640259,1.0,0.6401678323745728,1
59,0.0,0.3899993896484375,0.599999725818634,1.0,2
60,0.0,0.9099096059799194,1.0,0.6666660904884338,1
61,0.0,0.5023256540298462,0.6976745128631592,1.0,0
62,0.0,0.11564621329307556,0.27210965752601624,1.0,2
63,0.0,0.372094064950943,0.7209316492080688,1.0,0
64,0.0,1.0,0.7471269369125366,0.9080459475517273,0
65,0.0,0.7142859697341919,0.6250007748603821,1.0,2
66,0.0,0.9506732225418091,1.0,0.3991037905216217,0
67,0.0,1.0,0.48214244842529297,1.0,2
68,0.0,0.23926399648189545,0.4846625328063965,1.0,2
69,0.0,0.437823623418808,0.6528500914573669,1.0,2
70,0.0,0.39035049080848694,0.26315799355506897,1.0,2
71,0.0,0.3793102204799652,0.8793094158172607,1.0,0
72,0.0,0.340425968170166,0.45531895756721497,1.0,2
73,0.0,0.32713741064071655,0.7918216586112976,1.0,0
74,0.0,0.3556232452392578,0.7082068920135498,1.0,0
75,0.16363586485385895,0.0,0.43636345863342285,1.0,2
76,0.0,1.0,0.8285713195800781,0.5428562760353088,1
77,0.0,0.5921052694320679,1.0,0.8070173859596252,1
78,0.0,0.4852321147918701,0.7890294194221497,1.0,0
79,0.0,0.1461987942457199,0.32943472266197205,1.0,2
80,0.0,0.8016194701194763,1.0,0.9595140218734741,1
81,0.0,0.8918914794921875,0.6648644804954529,1.0,0
82,0.0,0.3099420964717865,0.894737720489502,1.0,0
83,0.0,0.7228909730911255,0.6204812526702881,1.0,2
84,0.0,0.528497576713562,0.4352331757545471,1.0,2
85,0.0,0.44491562247276306,1.0,0.6906782388687134,1
86,0.0,0.5863629579544067,0.6545454859733582,1.0,0
87,0.0,0.3712579607963562,1.0,0.6886224746704102,1
88,0.0,1.0,0.687022864818573,0.9236637949943542,0
89,0.0,0.5806447267532349,0.9354839324951172,1.0,0
90,0.0,0.44213631749153137,0.8249258399009705,1.0,0
91,0.0,0.6184970736503601,0.7456643581390381,1.0,0
92,0.0,0.6912757158279419,0.8053697347640991,1.0,0
93,0.0,1.0,0.8674691319465637,0.5783127546310425,1
94,0.0,0.6158533096313477,1.0,0.9085357189178467,1
95,0.0,0.6105261445045471,0.6491228342056274,1.0,2
96,0.0,0.47402599453926086,0.9675329327583313,1.0,1
97,0.0,0.846846878528595,0.936935544013977,1.0,0
98,0.0,0.8267722725868225,0.7559060454368591,1.0,0
99,0.0,0.6118144392967224,1.0,0.8227848410606384,1
100,0.0,0.5043475031852722,0.9347828030586243,1.0,0
101,0.0,0.7761200070381165,1.0,0.8557218909263611,1
102,0.0,0.4869101941585541,0.2408372312784195,1.0,2
103,0.0,0.5741447806358337,0.775665283203125,1.0,0
104,0.0,0.9513890743255615,1.0,0.4374998211860657,1
105,0.0,0.5842695236206055,0.8483152985572815,1.0,0
106,0.0,0.42892158031463623,0.593137264251709,1.0,2
107,0.0,0.42753660678863525,0.7101450562477112,1.0,0
108,0.0,0.7409636378288269,1.0,0.7530121207237244,1
109,0.0,0.6694915890693665,0.7853107452392578,1.0,0
110,0.1986762285232544,0.4238418638706207,1.0,0.0,2
111,0.0,0.39185771346092224,0.9312976002693176,1.0,0
112,0.0,0.9068624973297119,0.897058367729187,1.0,0
113,0.0,0.6130267977714539,0.9233713746070862,1.0,0
114,0.0,0.7068963646888733,0.8045976161956787,1.0,0
115,0.0,0.7826086282730103,0.8521738052368164,1.0,0
116,0.0,0.975805938243866,1.0,0.8467739820480347,1
117,0.0,0.826923668384552,1.0,0.8173080682754517,1
118,0.0,0.6857140064239502,1.0,0.7928572297096252,1
119,0.0,0.8945310711860657,0.9609373211860657,1.0,1
120,0.0,0.25543490052223206,0.6983699202537537,1.0,0
121,0.0,0.5614032745361328,0.8377196788787842,1.0,0
122,0.0,0.3843136727809906,0.6392155289649963,1.0,2
123,0.0,0.5791505575180054,0.9305018186569214,1.0,0
124,0.0,0.7800834774971008,0.7842329740524292,1.0,0
125,0.0,0.43089425563812256,0.9349594116210938,1.0,0
126,0.0,0.5021459460258484,1.0,0.9699572324752808,1
127,0.0,1.0,0.7750005722045898,0.8562501668930054,0
128,0.0,0.9368407130241394,1.0,0.7473688721656799,1
129,0.0,0.5632179975509644,0.44827577471733093,1.0,2
130,0.0,0.6539687514305115,0.5746036767959595,1.0,2
131,0.0,0.7941175103187561,1.0,0.7470587491989136,1
132,0.0,0.8132776618003845,1.0,0.9709544777870178,1
133,0.0,0.5399996638298035,0.85333251953125,1.0,0
134,0.0,0.6014501452445984,1.0,0.8623185753822327,1
135,0.0,0.8124997019767761,1.0,0.786458432674408,1
136,0.0,0.5517239570617676,0.26600950956344604,1.0,2
137,0.0,0.32098791003227234,0.10288064181804657,1.0,2
138,0.0,0.43269214034080505,0.524038553237915,1.0,2
139,0.0,0.32499954104423523,0.6083330512046814,1.0,2
140,0.0,0.47881388664245605,0.466101735830307,1.0,2
141,0.0,0.7417216897010803,1.0,0.8443711400032043,1
142,0.0,0.842856228351593,1.0,0.842856228351593,1
